O,N,B,S,P,Specific surface area,Pore volume,Dap,ID/IG,Electrolyte,Current collector,Active mass loading,Potential window,Current density,Specific capacity,micro%
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,5.0,91.6,0.378504673
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,10.0,86.2,0.378504673
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,20.0,81.6,0.378504673
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,40.0,76.1,0.378504673
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,50.0,73.9,0.378504673
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.1,189.4,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.2,155.0,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.5,136.6,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,1.0,126.1,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,2.0,117.1,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,3.0,112.5,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,4.0,109.3,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,5.0,106.7,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,7.0,103.6,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,10.0,100.0,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,14.0,97.2,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,20.0,94.2,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,50.0,84.2,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,70.0,66.9,0.557471264
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,100.0,59.4,0.557471264
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.1,225.3,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.2,196.8,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.5,174.3,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,1.0,161.1,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,2.0,150.8,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,3.0,144.4,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,4.0,141.2,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,5.0,138.6,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,7.0,134.0,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,10.0,129.3,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,14.0,124.5,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,20.0,118.7,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,50.0,103.0,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,70.0,88.8,0.481865285
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,100.0,73.8,0.481865285
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.1,193.0,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.2,160.1,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.5,141.2,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,1.0,129.3,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,2.0,120.9,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,3.0,116.7,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,4.0,112.9,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,5.0,110.9,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,7.0,108.3,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,10.0,104.5,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,14.0,102.0,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,20.0,99.4,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,50.0,91.0,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,70.0,79.4,0.532163743
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,100.0,70.2,0.532163743
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.1,189.3,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.2,160.1,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.5,133.8,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,1.0,123.8,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,2.0,116.1,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,5.0,106.5,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,10.0,101.1,0.327683616
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,20.0,96.7,0.327683616
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,89.33333333,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,80.44444444,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,76.44444444,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,71.11111111,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,65.77777778,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,58.22222222,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,44.88888889,0.692307692
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,18.22222222,0.692307692
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,81.77777778,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,76.0,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,67.11111111,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,62.22222222,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,56.44444444,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,50.66666667,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,40.88888889,0.709677419
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,28.44444444,0.709677419
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,136.8888889,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,113.3333333,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,102.2222222,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,92.44444444,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,85.77777778,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,79.11111111,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,72.0,0.636363636
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,61.77777778,0.636363636
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,73.33333333,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,64.44444444,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,59.11111111,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,54.66666667,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,51.55555556,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,45.33333333,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,41.77777778,0.716049383
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,31.55555556,0.716049383
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,0.5,194.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,1.0,172.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,2.0,152.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,4.0,138.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,6.0,129.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,8.0,123.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,10.0,119.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,15.0,113.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,20.0,108.0,0.472527473
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,30.0,102.0,0.472527473
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,127.5,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,117.1,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,106.8,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,87.8,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,67.9,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,42.4,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,23.9,0.715063521
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,17.4,0.715063521
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,194.4,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,178.5,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,165.5,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,147.4,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,131.8,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,113.7,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,102.5,0.29390681
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,77.9,0.29390681
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,199.1,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,183.0,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,172.4,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,159.6,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,150.3,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,139.9,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,130.1,0.266537904
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,118.8,0.266537904
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,169.3,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,155.4,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,144.7,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,134.0,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,125.7,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,118.9,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,114.5,0.159951652
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,105.9,0.159951652
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,0.1,74.0,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,0.5,60.4,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,1.0,53.6,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,2.0,43.4,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,5.0,37.7,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,10.0,28.2,0.88172043
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,20.0,14.7,0.88172043
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,0.1,117.1,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,0.5,93.5,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,1.0,81.4,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,2.0,67.0,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,5.0,58.7,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,10.0,49.5,0.517647059
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,20.0,45.8,0.517647059
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,0.1,142.2,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,0.5,113.3,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,1.0,99.4,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,2.0,85.8,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,5.0,79.7,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,10.0,72.2,0.694805195
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,20.0,66.1,0.694805195
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,0.1,166.8,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,0.5,141.4,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,1.0,132.0,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,2.0,116.5,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,5.0,108.8,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,10.0,98.9,0.777070064
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,20.0,86.9,0.777070064
