O,N,B,S,P,SSA,Smicro,Smeso,Smicro/SSA,Vt,Vmicro,Vmeso,Vmeso/Vt,Dap,ID/IG,Electrolyte,Current density,Specific capacity
1.91,2.99,0,0,0,2330.9,466.5,1864.4,0.200137286,2.756,0.262,2.494,0.904934688,4.729503625,1.24,1M Zn(CF3SO3)2,8,97.5
1.91,2.99,0,0,0,2330.9,466.5,1864.4,0.200137286,2.756,0.262,2.494,0.904934688,4.729503625,1.24,1M Zn(CF3SO3)2,10,94.5
1.91,2.99,0,0,0,2330.9,466.5,1864.4,0.200137286,2.756,0.262,2.494,0.904934688,4.729503625,1.24,1M Zn(CF3SO3)2,20,88.9
1.91,2.99,0,0,0,2330.9,466.5,1864.4,0.200137286,2.756,0.262,2.494,0.904934688,4.729503625,1.24,1M Zn(CF3SO3)2,30,83.1
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,0.3,107.6
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,0.5,103
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,1,99.7
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,3,91.6
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,5,88.7
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,8,82.4
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,10,79.6
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,20,71.9
1.9,1.3,0,0,0,1317.4,364.9,952.5,0.27698497,1.384,0.155,1.229,0.88800578,4.202216487,1.05,1M Zn(CF3SO3)2,30,63.1
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,0.1,189.4
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,0.2,155
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,0.5,136.6
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,1,126.1
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,2,117.1
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,3,112.5
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,4,109.3
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,5,106.7
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,7,103.6
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,10,100
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,14,97.2
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,20,94.2
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,50,84.2
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,70,66.9
15.55,2.61,0,0,0,3139.2,1295.9,1843.3,0.412812181,1.74,0.97,0.77,0.442528736,2.217125382,1.02,2M ZnSO4,100,59.4
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,0.1,225.3
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,0.2,196.8
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,0.5,174.3
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,1,161.1
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,2,150.8
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,3,144.4
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,4,141.2
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,5,138.6
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,7,134
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,10,129.3
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,14,124.5
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,20,118.7
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,50,103
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,70,88.8
12.89,3.05,0,0,0,3224.9,1257.6,1967.3,0.38996558,1.93,0.93,1,0.518134715,2.393872678,0.94,2M ZnSO4,100,73.8
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,0.1,193
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,0.2,160.1
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,0.5,141.2
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,1,129.3
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,2,120.9
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,3,116.7
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,4,112.9
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,5,110.9
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,7,108.3
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,10,104.5
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,14,102
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,20,99.4
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,50,91
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,70,79.4
10.45,2.44,0,0,0,2993.2,1291.5,1701.7,0.431478017,1.71,0.91,0.8,0.467836257,2.285179741,0.91,2M ZnSO4,100,70.2
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,0.5,194
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,1,172
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,2,152
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,4,138
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,6,129
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,8,123
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,10,119
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,15,113
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,20,108
11.54,0,0,0.47,0,2813,1805,1008,0.641663704,1.82,0.86,0.49,0.269230769,2.587984358,1.01,2M ZnSO4,30,102
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,0.5,127.5
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,1,117.1
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,2,106.8
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,5,87.8
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,10,67.9
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,20,42.4
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,30,23.9
6.15,13.57,0,0,0,1274.8,1127.8,147,0.884687794,0.551,0.394,0.157,0.284936479,1.728898651,1.97,2M ZnSO4,60,17.4
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,0.5,194.4
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,1,178.5
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,2,165.5
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,5,147.4
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,10,131.8
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,20,113.7
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,30,102.5
6.82,2.11,0,0,0,3407.6,1076.7,2330.9,0.315970184,1.953,0.574,1.379,0.70609319,2.292522597,2.41,2M ZnSO4,60,77.9
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,0.5,199.1
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,1,183
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,2,172.4
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,5,159.6
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,10,150.3
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,20,139.9
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,30,130.1
7.48,2.67,0,0,0,3553.1,976.9,2576.2,0.274943008,2.071,0.552,1.519,0.733462096,2.331485182,2.79,2M ZnSO4,60,118.8
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,0.5,169.3
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,1,155.4
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,2,144.7
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,5,134
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,10,125.7
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,20,118.9
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,30,114.5
6.93,1.98,0,0,0,3415.3,639.3,2776,0.18718707,2.482,0.397,2.085,0.840048348,2.906918865,2.82,2M ZnSO4,60,105.9
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,0.1,74
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,0.5,60.4
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,1,53.6
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,2,43.4
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,5,37.7
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,10,28.2
10.58,1.47,0,0,0,2290,2122,168,0.926637555,0.93,0.82,0.11,0.11827957,1.624454148,0.9567,2M ZnSO4,20,14.7
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,0.1,117.1
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,0.5,93.5
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,1,81.4
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,2,67
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,5,58.7
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,10,49.5
14.26,1.82,0,0,0,3166,2122,1043,0.670246368,1.7,0.88,0.82,0.482352941,2.147820594,1.044,2M ZnSO4,20,45.8
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,0.1,142.2
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,0.5,113.3
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,1,99.4
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,2,85.8
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,5,79.7
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,10,72.2
14.02,1.93,0,0,0,3292,2612,680,0.793438639,1.54,1.07,0.47,0.305194805,1.871202916,1.048,2M ZnSO4,20,66.1
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,0.1,166.8
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,0.5,141.4
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,1,132
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,2,116.5
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,5,108.8
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,10,98.9
18.75,2.74,0,0,0,3518,2937,581,0.834849346,1.57,1.22,0.35,0.222929936,1.785105173,1.102,2M ZnSO4,20,86.9
